idx,SEX_GBN,AGE_GBN,JOB_GBN,ADD_GBN,INCOME_GBN,MARRY_Y,DOUBLE_IN,NUMCHILD,TOT_ASSET,ASS_FIN,ASS_REAL,ASS_ETC,M_TOT_SAVING,M_JEOK,CHUNG_Y,M_FUND_STOCK,M_FUND,M_STOCK,M_SAVING_INSUR,M_CHUNG,TOT_DEBT,D_SHINYONG,D_DAMBO,D_JUTEAKDAMBO,D_JEONSEA,RETIRE_NEED,FOR_RETIRE,TOT_YEA,TOT_JEOK,TOT_CHUNG,TOT_FUND,TOT_ELS_ETE,TOT_SOBI,M_CRD_SPD
16037,2,2,7,4,1,1,,,5250,250,0,5000,224,50,,0,0,0,24,0,200,0,0,0,0,,0,,50,,,,36,1741706
16038,1,5,2,3,2,1,,,2405,2405,0,0,40,0,5,10,10,0,20,0,5500,1800,1300,0,0,,20,,,100,800,,35,2869737
16040,2,5,9,3,5,2,2,2,44200,2100,42000,100,30,14,5,0,0,0,10,6,19170,0,15010,15000,10,200,0,,100,50,1000,,290,2274012
16042,2,5,2,2,7,2,2,2,57000,10000,44000,3000,300,100,,0,0,0,200,0,0,0,0,0,0,,300,,2000,,,,900,2568835
16044,2,5,9,5,6,2,2,2,34000,9000,21000,4000,50,50,,0,0,0,0,0,250,0,100,0,150,,0,5000,1000,,,,300,2188927
16045,1,5,9,3,6,2,2,2,12200,5200,3000,4000,150,0,,0,0,0,50,0,0,0,0,0,0,,100,,,,,,250,2869737
16049,1,3,7,4,2,2,2,,23700,1700,11000,11000,10,0,5,0,0,0,0,10,600,0,0,0,0,,0,,,1600,,,180,3414512
16054,1,4,2,1,6,2,1,,68000,6000,60000,2000,100,0,,0,0,0,0,0,0,0,0,0,0,150,0,5000,,,,,500,5296554
16056,1,3,2,5,5,1,,,15360,13360,0,2000,200,0,5,0,0,0,0,10,0,0,0,0,0,,50,12000,,560,,,120,3146348
16058,2,4,7,4,4,1,,,13000,6500,1500,5000,30,0,5,0,0,0,5,10,0,0,0,0,0,200,0,,,2000,,,100,3146000
16061,1,2,9,2,1,1,,,530,30,500,0,10,0,,0,0,0,0,0,50,0,0,0,0,,0,,,,,,50,1369899
16071,1,2,2,1,4,1,,,93100,3000,90000,100,50,10,5,5,5,0,10,5,0,0,0,0,0,,10,500,500,100,100,,150,1437457
16073,1,6,9,4,4,2,2,2,5620,120,2000,3500,20,0,,0,0,0,0,0,1600,0,1600,1600,0,,0,,,,,,320,1978722
16075,1,4,2,4,7,2,2,2,92800,31800,60000,1000,100,50,5,0,0,0,35,0,0,0,0,0,0,200,0,15000,500,300,100,,400,3809610
16077,1,3,7,4,5,2,1,1,44750,2750,40000,2000,135,35,,0,0,0,0,0,2450,0,500,0,0,,0,200,350,,100,,200,3414512
16085,2,3,9,3,6,2,2,,13300,300,3000,10000,10,0,,0,0,0,0,0,2700,0,0,0,0,,0,,,,,,150,2769733
16087,2,2,2,3,2,1,,,200,100,0,100,10,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,100,1693477
16089,1,4,9,3,6,1,,,18300,1300,13000,4000,100,0,,0,0,0,100,0,5400,0,5000,5000,0,300,100,,,,,,100,3487272
16090,1,4,9,3,6,2,2,2,10500,500,7000,3000,100,50,,0,0,0,0,0,600,0,0,0,300,200,0,100,100,,100,,400,3487272
16092,1,3,7,2,6,2,2,,24850,150,24000,700,150,0,,0,0,0,0,0,6800,0,4800,4800,0,,0,,,,,,250,3211358
16095,2,4,9,3,6,2,2,3,52400,400,51000,1000,50,25,,0,0,0,0,0,2000,0,2000,2000,0,100,0,,200,,,,300,2835021
16101,2,5,2,4,7,2,2,1,87680,56680,30000,1000,400,100,5,20,20,0,5,0,2100,0,2100,0,0,200,100,50000,500,4000,100,,300,2624100
16105,1,2,7,3,2,1,,,570,40,530,0,10,0,,0,0,0,0,0,700,0,0,0,0,,0,,,,,,90,1316087
16111,1,6,9,5,2,2,2,2,615,165,0,450,1,0,,0,0,0,0,0,15000,0,0,0,0,150,0,,,,,,140,1656130
16114,1,2,9,3,1,1,,,1600,1100,0,500,35,35,,0,0,0,0,0,0,0,0,0,0,,35,,350,,,,20,1316087
16115,2,3,9,5,2,1,,,4100,100,2000,2000,1,0,,0,0,0,0,0,1000,0,0,0,0,,0,,,,,,100,2641576
16116,1,5,8,3,6,2,2,3,82920,920,80000,2000,100,0,,10,10,0,90,0,20500,3500,11500,11500,0,,0,,120,,200,,400,2869737
16117,2,4,9,5,4,2,2,2,11000,5500,5000,500,150,150,5,0,0,0,0,0,0,0,0,0,0,250,50,2000,1000,1000,,,150,2639625
16120,1,6,6,4,4,2,1,1,10100,7600,2000,500,15,0,5,0,0,0,0,0,14500,0,14500,9500,0,,0,,,500,,,300,1978722
16122,1,3,2,3,4,2,1,1,19740,5540,12000,2200,80,0,5,0,0,0,30,20,1100,0,0,0,0,,20,,,540,,,190,3232276
16124,2,5,2,3,6,2,1,2,38200,13200,23000,2000,150,0,,0,0,0,30,0,0,0,0,0,0,,0,3000,1000,,,,50,2274012
16125,2,3,9,5,3,1,,,1055,55,0,1000,50,0,,0,0,0,0,0,1000,1000,0,0,0,,0,,,,,,100,2641576
16131,1,4,2,3,7,2,2,1,39450,3450,34000,2000,100,0,5,0,0,0,0,0,21100,0,19700,19000,0,300,0,1000,,950,,,400,3487272
16134,1,3,8,3,3,1,,,5900,5900,0,0,159,100,5,0,0,0,0,10,0,0,0,0,0,,0,3800,1100,900,,,25,3232276
16136,2,4,8,3,4,1,,,12100,11100,0,1000,100,80,,0,0,0,0,0,0,0,0,0,0,250,50,10000,500,,,,170,2835021
16138,2,2,2,5,2,1,,,550,350,0,200,20,0,5,0,0,0,0,0,0,0,0,0,0,,0,,80,70,,,60,1682269
16140,2,5,4,5,4,1,,2,18800,2200,16000,600,40,0,,0,0,0,0,0,4500,0,4500,4500,0,300,0,,,,,,150,2188927
16143,1,4,8,3,3,2,1,2,10100,100,10000,0,10,0,,0,0,0,0,0,0,0,0,0,0,200,0,,,,,,240,3487272
16148,2,5,2,5,2,1,,,39000,14500,24000,500,50,0,,0,0,0,40,0,0,0,0,0,0,,0,,,,3000,,70,2188927
16150,2,5,9,5,6,2,2,2,116850,37850,74000,5000,200,110,,0,0,0,0,0,0,0,0,0,0,,30,18000,550,,,,300,2188927
16155,2,3,2,3,7,1,,,2510,2500,0,10,500,0,5,100,100,0,80,20,0,0,0,0,0,,100,,,1000,200,,490,2769733
16160,2,3,2,5,4,1,,,6120,5320,0,800,170,130,5,40,40,0,0,0,0,0,0,0,0,,0,2800,890,200,130,,80,2641576
16169,2,2,2,5,3,1,,,5526,5476,0,50,150,100,5,0,0,0,34,2,0,0,0,0,0,,110,2000,600,66,,200,80,1682269
16170,1,3,8,3,3,1,,,2300,1200,1000,100,100,0,5,0,0,0,20,0,2500,2000,0,0,0,,30,100,,400,,,180,3232276
16171,1,3,8,5,2,1,,,12500,2500,10000,0,50,0,,0,0,0,0,0,2500,0,2500,2500,0,,20,,,,,,100,3146348
16172,2,3,2,2,5,2,2,,22600,2100,20000,500,80,50,5,0,0,0,0,30,5300,0,5000,5000,0,,20,300,500,1000,,,200,2932871
16173,1,2,9,2,2,1,,,130,130,0,0,130,0,,0,0,0,0,0,300,0,0,0,0,,0,,,,,,80,1369899
16174,1,4,2,5,6,2,2,2,12000,3000,6000,3000,120,0,,0,0,0,0,0,0,0,0,0,0,200,0,,,,,,300,3380323
16177,1,6,2,4,7,2,1,2,131500,31500,90000,10000,100,25,5,0,0,0,15,20,26800,0,24000,24000,0,,100,2000,2000,2500,2000,,750,1978722
16178,1,4,2,3,4,1,,,13150,1150,12000,0,50,0,5,0,0,0,50,0,5600,0,5400,5400,0,350,0,,,300,,,100,3487272
16183,2,4,2,3,3,1,,,900,700,0,200,10,0,,0,0,0,0,0,3000,0,3000,3000,0,100,0,,,,,,40,2835021
16190,1,6,2,4,7,2,2,2,134000,29000,95000,10000,100,30,5,0,0,0,20,20,28500,2500,25000,25000,0,,50,2000,2000,2000,5000,,800,1978722
16192,1,2,8,2,3,1,,,23410,3400,20000,10,40,40,,0,0,0,0,0,0,0,0,0,0,,40,,2200,,,,160,1369899
16197,1,5,9,3,3,1,,1,3200,200,1000,2000,1,0,,0,0,0,0,0,0,0,0,0,0,150,0,,,,,,200,2869737
16200,2,2,8,3,2,1,,,10130,130,0,10000,70,0,,0,0,0,0,0,0,0,0,0,0,,0,60,,,,,90,1693477
16202,1,3,2,5,3,1,,,530,520,0,10,50,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,50,3146348
16203,1,6,9,2,3,2,2,1,21050,950,20000,100,50,0,,0,0,0,0,0,6600,1600,5000,0,0,,0,,,,,,150,1830279
16206,2,3,2,3,6,2,2,2,26600,5600,20000,1000,100,10,5,80,80,0,0,10,4286,0,300,300,3000,,0,1000,1000,500,500,100,400,2769733
16207,2,2,2,2,3,1,,,1650,1350,0,300,10,10,,0,0,0,0,0,0,0,0,0,0,,0,800,500,,,,200,1741465
16209,1,3,7,5,2,1,,,150,50,0,100,10,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,50,3146348
16210,2,3,7,5,4,1,,,17950,3850,14000,100,50,0,5,0,0,0,0,30,0,0,0,0,0,,30,1400,,1400,,,100,2641576
16215,1,4,8,3,2,1,,,4350,4050,0,300,20,0,,0,0,0,0,0,0,0,0,0,0,150,0,3000,,,,,80,3487272
16217,2,5,9,2,5,1,,1,85000,21000,63000,1000,100,0,,0,0,0,100,0,0,0,0,0,0,200,100,5000,,,,10000,300,2568835
16218,2,2,2,5,3,1,,,5120,4120,0,1000,150,100,5,40,40,0,0,5,0,0,0,0,0,,0,,2400,120,1200,,60,1682269
16219,1,3,8,4,3,1,,,4050,1200,1650,1200,40,30,5,0,0,0,0,10,0,0,0,0,0,,0,,200,700,,,100,3414512
16220,1,6,2,2,5,1,,2,41500,25000,15000,1500,150,0,5,138,138,0,0,12,0,0,0,0,0,,0,,,1000,5000,500,200,1830279
16222,2,3,2,2,6,2,2,2,17200,2200,10000,5000,100,100,,0,0,0,0,0,30,0,30,30,0,,30,1000,100,,300,,100,2932871
16226,1,5,8,5,3,2,2,1,8500,1000,7500,0,40,0,,0,0,0,0,0,0,0,0,0,0,,40,650,,,,,200,2860741
16230,1,4,8,3,4,1,,,43370,5370,36000,2000,110,110,5,0,0,0,0,0,6000,0,6000,6000,0,150,15,1000,770,130,,,150,3487272
16232,1,2,8,5,3,1,,,1490,490,0,1000,200,190,5,0,0,0,0,10,0,0,0,0,0,,200,,200,240,,,50,1405288
16239,2,4,3,5,4,1,,,3400,2400,1000,0,55,0,,0,0,0,10,0,200,0,0,0,0,60,20,60,,,,,20,2639625
16240,1,4,2,1,5,2,1,3,3100,100,2000,1000,100,0,,0,0,0,0,0,0,0,0,0,0,200,0,,,,,,300,5296554
16242,1,2,2,1,4,1,,,9750,6700,50,3000,50,20,,20,0,20,0,0,0,0,0,0,0,,0,,500,,,,250,1437457
16244,1,4,2,5,3,2,1,2,30200,200,25000,5000,1,0,,0,0,0,0,0,0,0,0,0,0,300,0,,,,,,270,3380323
16249,1,5,3,3,5,2,1,2,25530,1530,20000,4000,80,0,5,0,0,0,40,20,6800,0,6500,6500,0,,60,,,100,,,160,2869737
16253,2,5,2,5,4,2,2,2,8798,1798,4000,3000,25,0,5,0,0,0,0,3,6200,0,3200,3200,0,200,0,,,300,,,300,2188927
16256,1,6,9,4,6,2,2,2,74050,14050,50000,10000,200,200,,0,0,0,0,0,0,0,0,0,0,200,100,13000,1000,,,,300,1978722
16257,1,5,2,3,5,2,2,2,51150,5150,45000,1000,20,0,5,0,0,0,0,20,0,0,0,0,0,,0,4000,,250,,,100,2869737
16258,1,4,8,5,2,1,,,11100,100,8000,3000,50,0,,0,0,0,0,0,0,0,0,0,0,150,10,,,,,,80,3380323
16262,1,4,9,5,6,2,2,1,30000,1000,28000,1000,70,0,,0,0,0,0,0,0,0,0,0,0,300,50,,,,,,300,3380323
16263,2,3,9,5,7,2,2,2,40815,16815,19000,5000,300,70,5,0,0,0,100,20,0,0,0,0,0,,150,5300,715,800,,,140,2641576
16265,1,6,8,5,4,2,1,3,37800,25300,11500,1000,10,0,5,0,0,0,0,5,0,0,0,0,0,,0,,,300,,,280,1656130
16267,1,5,2,2,6,2,1,1,38000,2000,36000,0,200,200,,0,0,0,0,0,4500,0,4500,4500,0,,0,,1000,,,,150,3038873
16268,2,3,2,3,4,2,2,2,3200,100,3000,100,100,0,,0,0,0,0,0,0,0,0,0,0,,10,,,,,,300,2769733
16271,1,4,9,3,3,2,2,1,7100,100,5000,2000,100,0,,0,0,0,0,0,800,0,0,0,0,150,0,,,,,,200,3487272
16274,1,6,9,2,7,2,2,,31200,14700,15000,1500,250,200,,0,0,0,0,0,950,300,0,0,0,,250,7000,7000,,,,250,1830279
16275,1,5,3,3,7,2,2,2,134200,27700,104500,2000,300,100,,100,100,0,0,0,0,0,0,0,0,,0,200,500,,3000,,220,2869737
16276,2,4,8,4,6,2,2,2,28971,7171,19800,2000,100,0,5,0,0,0,40,0,12024,0,12024,12024,0,200,35,2000,,400,,,330,3146000
16280,2,5,9,4,7,2,2,1,39000,14000,20000,5000,200,0,5,0,0,0,30,50,3000,1000,1000,1000,0,300,0,1000,,1000,,,300,2624100
16281,1,4,2,3,5,2,1,3,44500,7500,36000,1000,80,0,5,20,20,0,25,0,5000,0,5000,5000,0,200,0,,,600,600,,350,3487272
16285,1,4,8,3,2,1,,,1330,30,1100,200,30,0,,0,0,0,0,0,0,0,0,0,0,60,0,,,,,,30,3487272
16287,2,2,9,3,4,1,,,1060,60,0,1000,1,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,200,1693477
16289,1,4,3,5,1,1,,,3040,40,0,3000,10,0,,0,0,0,0,0,10,0,0,0,0,100,0,,,,,,10,3380323
16291,1,6,4,2,6,2,1,2,148700,15700,125000,8000,200,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,7000,,250,1830279
16293,1,4,8,5,3,2,2,2,21790,200,21540,50,5,0,,0,0,0,0,0,0,0,0,0,0,200,0,,,,,,200,3380323
16295,2,4,9,5,2,1,,,4350,1350,0,3000,10,0,,0,0,0,0,0,0,0,0,0,0,50,0,1250,,,,,50,2639625
16297,2,5,2,5,1,1,,,5630,5530,0,100,10,10,,0,0,0,0,0,0,0,0,0,0,,8,2000,2500,,,,58,2188927
16298,1,6,8,2,7,2,1,2,225100,5100,220000,0,200,50,,0,0,0,100,0,8000,0,8000,0,0,,0,,2000,,,,600,1830279
16302,1,4,9,5,7,2,2,1,32200,200,30000,2000,200,0,,0,0,0,0,0,200,0,0,0,100,100,0,,,,,,300,3380323
16304,1,6,8,4,4,2,1,2,13100,2100,8000,3000,50,40,,0,0,0,10,0,0,0,0,0,0,,0,,800,,,,200,1978722
16306,2,4,8,3,6,2,2,2,25300,300,25000,0,50,0,,0,0,0,0,0,7800,0,7000,7000,0,200,0,,,,,,350,2835021
16307,1,6,2,4,7,2,1,2,44200,18200,21000,5000,70,10,5,20,20,0,0,10,4515,0,4515,4515,0,,70,500,500,300,15000,,200,1978722
16308,2,6,9,2,3,2,2,2,37130,3130,33000,1000,40,0,5,0,0,0,20,2,14000,0,14000,14000,0,150,0,,,80,,,140,1687950
16311,1,5,2,5,5,1,,2,94400,9400,80000,5000,120,0,5,0,0,0,70,10,20000,0,20000,20000,0,,50,,,400,,,150,2860741
16313,2,2,2,5,2,1,,,4630,4630,0,0,70,65,5,0,0,0,0,3,0,0,0,0,0,,0,4000,230,300,,,50,1682269
16315,2,2,2,5,3,1,,,12050,2050,0,10000,50,48,5,0,0,0,0,2,0,0,0,0,0,,0,500,1000,200,,,120,1682269
16316,1,4,4,3,7,2,1,2,60011,2000,55000,3011,100,0,,0,0,0,0,0,0,0,0,0,0,400,0,,,,,,60,3487272
16317,1,5,3,3,6,2,2,3,33650,10150,21000,2500,200,130,5,5,5,0,0,0,2000,2000,0,0,0,,10,500,2000,250,200,,400,2869737
16319,1,4,3,3,6,2,1,1,56800,11800,40000,5000,200,70,,0,0,0,60,0,0,0,0,0,0,250,70,7000,2000,,,,150,3487272
16320,1,4,2,3,3,2,2,2,16800,800,14000,2000,25,25,,0,0,0,0,0,8750,0,8000,8000,0,150,0,,500,,,,100,3487272
16324,1,4,9,3,6,2,2,2,8800,800,8000,0,50,0,5,0,0,0,20,0,5000,0,5000,5000,0,200,0,,,100,,,400,3487272
16326,1,4,2,3,2,1,,,10300,8300,0,2000,60,0,5,20,20,0,10,0,0,0,0,0,0,300,0,,,300,900,,300,3487272
16328,1,5,9,3,2,2,2,1,4000,1500,2500,0,1,0,,0,0,0,0,0,500,0,0,0,500,200,1,1300,,,,,20,2869737
16330,2,4,9,5,6,2,2,2,25200,1200,19000,5000,100,100,,0,0,0,0,0,2900,2900,0,0,0,300,30,,500,,,,300,2639625
16333,1,4,9,2,5,2,2,,22000,500,20000,1500,10,0,,0,0,0,0,0,0,0,0,0,0,300,0,,,,,,350,3615840
16334,1,4,2,2,6,2,2,2,52100,100,50000,2000,10,0,,0,0,0,0,0,0,0,0,0,0,500,0,,,,,,450,3615840
16337,2,3,7,3,6,2,2,1,2900,400,500,2000,10,0,5,0,0,0,0,10,0,0,0,0,0,,0,,,300,,,100,2769733
16339,2,4,2,5,7,2,2,2,65500,6250,55000,4250,200,0,,80,80,0,45,0,30000,0,30000,30000,0,300,0,,,,2000,,550,2639625
16340,1,5,2,3,7,2,2,1,79150,300,73850,5000,300,0,,0,0,0,0,0,27000,2000,25000,25000,0,,100,,,,,,600,2869737
16344,1,3,4,3,7,2,2,1,112600,12100,99000,1500,100,0,5,0,0,0,60,10,0,0,0,0,0,,10,8000,,1000,,,1000,3232276
16345,2,3,2,3,7,2,2,3,102650,4150,98000,500,45,5,5,0,0,0,0,0,8000,0,8000,8000,0,,0,300,50,300,1000,,500,2769733
16347,1,4,2,3,4,2,2,1,19100,900,18000,200,20,20,,0,0,0,0,0,0,0,0,0,0,250,10,600,200,,,,100,3487272
16349,1,5,2,3,7,2,1,2,136650,31650,102000,3000,370,300,5,0,0,0,0,10,5000,0,5000,5000,0,,150,15000,2000,250,2000,,450,2869737
16350,1,5,8,2,3,2,1,2,19300,200,19000,100,1,0,,0,0,0,0,0,15700,1200,14500,12100,0,,0,,,,,,200,3038873
16352,1,2,3,5,3,1,,,11850,1750,100,10000,40,5,,10,0,10,20,0,1700,0,0,0,0,,10,,500,,200,,50,1405288
16353,1,3,2,4,3,1,,,13750,1750,0,12000,100,0,5,30,0,30,0,30,2000,0,0,0,0,,0,,,700,,,150,3414512
16354,2,6,9,2,3,2,2,2,35280,8780,26000,500,70,10,5,0,0,0,23,7,7943,0,5000,5000,0,,25,,600,310,,,130,1687950
16355,2,3,9,5,3,1,,,3530,230,300,3000,20,0,,0,0,0,0,0,0,0,0,0,0,,20,,,,,,180,2641576
16356,2,4,2,5,4,2,2,3,4100,300,1800,2000,50,0,,0,0,0,0,0,0,0,0,0,0,100,30,,,,,,300,2639625
16357,1,5,2,3,7,2,2,2,58400,23400,30000,5000,150,0,5,0,0,0,10,10,9500,0,7000,7000,0,,0,,,400,,,200,2869737
16358,1,5,3,3,5,2,1,2,23000,1000,20000,2000,1,0,,0,0,0,0,0,6000,1000,0,0,0,,0,,,,,,450,2869737
16359,1,4,2,2,6,2,2,2,58650,550,58000,100,50,0,,0,0,0,0,0,10400,2400,7000,7000,0,400,0,,,,,,250,3615840
16360,1,3,2,3,7,2,2,2,232200,36200,186000,10000,200,200,5,0,0,0,0,0,0,0,0,0,0,,100,,200,300,,,450,3232276
16361,2,4,9,4,7,2,2,2,38200,5200,31000,2000,45,0,5,0,0,0,15,10,50,0,50,0,0,150,30,,,2000,,,350,3146000
16363,2,4,9,1,7,2,2,2,251000,4000,244000,3000,200,0,,0,0,0,0,0,18000,0,18000,18000,0,400,0,,,,,2000,700,4361528
16365,2,3,9,1,6,2,2,2,32090,4540,25050,2500,200,0,,20,10,10,0,0,1046,10,10,0,0,,30,1500,,,500,500,200,3594431
16366,1,5,8,3,6,2,2,2,80300,8800,68000,3500,100,25,5,0,0,0,30,20,2100,0,2000,2000,0,,50,,1200,1850,,,400,2869737
16368,2,2,2,2,3,1,,,2760,1260,1000,500,20,5,5,5,5,0,0,0,2800,0,0,0,300,,0,,500,80,300,300,230,1741465
16369,2,4,2,4,4,2,2,2,29050,50,26000,3000,10,0,,0,0,0,0,0,0,0,0,0,0,150,0,,,,,,100,3146000
16370,1,3,8,5,2,1,,,13550,3550,0,10000,80,80,,0,0,0,0,0,0,0,0,0,0,,0,2500,1000,,,,40,3146348
16377,1,2,3,4,7,1,,,12040,8540,0,3500,105,75,5,2,0,2,0,3,3700,0,0,0,0,,20,,8000,150,,,150,1437017
16378,1,2,7,5,5,2,2,,4240,40,4000,200,40,0,,0,0,0,0,0,0,0,0,0,0,,40,,,,,,100,1405288
16380,1,5,9,3,4,2,2,2,24000,1000,23000,0,15,0,,0,0,0,0,0,1000,0,0,0,0,,0,,,,,,150,2869737
16382,2,4,2,5,6,2,2,2,28140,3340,21000,3800,50,50,,0,0,0,0,0,0,0,0,0,0,280,20,,2560,,,,450,2639625
16387,1,6,9,3,2,2,1,2,25120,6120,18000,1000,5,0,,0,0,0,1,0,2000,0,0,0,2000,,0,2000,,,,,115,1645889
16392,1,2,2,4,3,1,,,6940,940,5000,1000,100,60,5,0,0,0,5,10,890,0,0,0,0,,0,200,200,240,,,110,1437017
16393,2,5,2,2,4,2,2,2,30750,550,30000,200,20,0,,0,0,0,0,0,4800,0,4500,4500,0,,0,,,,,,200,2568835
16396,1,3,2,3,5,2,2,2,34300,300,32000,2000,5,0,,0,0,0,0,0,14000,0,14000,14000,0,,0,,,,,,250,3232276
16397,1,3,2,2,6,2,2,1,41500,500,31000,10000,30,0,5,5,0,5,0,5,100,100,0,0,0,,0,,,100,,,200,3211358
16398,1,5,8,4,7,2,1,2,51780,9280,39500,3000,200,100,5,0,0,0,27,10,7500,0,7500,7500,0,,125,2000,1500,420,,,250,3106659
16402,1,2,2,4,3,1,,,2700,2020,500,180,60,30,5,0,0,0,20,10,0,0,0,0,0,,10,,500,600,,,120,1437017
16409,1,3,2,4,6,2,1,3,38715,6715,25000,7000,95,40,5,10,10,0,0,10,7800,0,7800,7800,0,,0,500,500,465,100,,320,3414512
16411,1,5,9,2,5,1,,,61700,18700,40000,3000,150,150,,0,0,0,0,0,0,0,0,0,0,,100,15000,600,,1000,,150,3038873
16419,1,4,2,2,5,2,2,3,99800,1800,97000,1000,36,0,,0,0,0,36,0,3000,0,0,0,0,200,0,,,,,,440,3615840
16421,2,3,2,5,3,1,,,13230,11230,0,2000,150,140,5,0,0,0,0,10,300,300,0,0,0,,100,10000,1000,200,,,100,2641576
16424,2,5,3,5,7,2,2,2,23700,3700,18000,2000,50,40,5,0,0,0,0,8,15700,0,12000,12000,0,,0,1500,500,500,,,500,2188927
16426,1,6,2,5,5,2,1,,52500,2500,48000,2000,130,0,,0,0,0,0,0,2200,0,2200,2200,0,,0,,,,,,70,1656130
16427,1,4,2,5,7,2,2,2,20270,270,15000,5000,200,0,,0,0,0,70,0,10000,0,6000,6000,0,400,30,,,,,,250,3380323
16430,2,5,3,5,7,2,2,2,64550,550,61000,3000,76,73,5,0,0,0,0,3,10000,0,9000,9000,0,,40,,100,300,,,300,2188927
16434,1,5,9,3,7,2,2,2,78030,30,75000,3000,20,0,,0,0,0,0,0,1100,0,300,0,0,,0,,,,,,200,2869737
16437,2,2,2,3,2,1,,,4180,1180,0,3000,100,50,5,0,0,0,0,20,620,10,0,0,0,,10,100,600,200,,,80,1693477
16438,2,2,2,3,2,1,,,3199,199,0,3000,99,0,,0,0,0,99,0,10,0,0,0,0,,10,,,,,,82,1693477
16440,1,3,2,4,2,2,1,1,2350,50,1300,1000,5,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,120,3414512
16441,2,5,7,3,4,2,1,2,6500,350,6000,150,8,0,5,0,0,0,0,8,3000,0,2000,2000,0,,0,,,250,,,8,2274012
16442,1,5,2,5,6,2,2,3,13700,4200,9000,500,85,20,5,0,0,0,20,10,7600,2600,0,0,0,,85,,500,500,,,300,2860741
16445,1,2,2,1,4,1,,,4900,2500,1400,1000,20,0,,0,0,0,0,0,0,0,0,0,0,,15,500,,,,,100,1437457
16446,2,2,2,5,3,1,,,1930,1830,0,100,140,115,5,10,10,0,10,2,0,0,0,0,0,,5,700,500,100,100,,35,1682269
16448,1,4,2,3,4,2,2,2,26900,400,25000,1500,30,0,,0,0,0,10,0,0,0,0,0,0,200,0,,100,,,,250,3487272
16449,1,4,2,5,4,2,2,1,12750,650,12000,100,5,0,,0,0,0,0,0,7300,0,7300,7300,0,400,0,,,,,,300,3380323
16450,1,3,2,5,6,2,2,1,41965,965,39000,2000,80,25,5,0,0,0,0,2,17000,0,17000,17000,0,,25,,200,465,,,250,3146348
16453,1,5,2,4,5,2,2,2,31000,4000,25000,2000,100,30,,0,0,0,50,0,0,0,0,0,0,,20,1000,2000,,,,200,3106659
16454,2,2,2,2,3,1,,,5200,200,5000,0,50,50,,0,0,0,0,0,0,0,0,0,0,,10,,100,,,,120,1741465
16456,1,4,2,4,5,2,2,2,50200,10200,38000,2000,50,0,,0,0,0,0,0,4400,400,3000,3000,0,250,0,,,,,,300,3809610
16457,1,4,8,3,3,2,2,2,20650,150,20000,500,95,0,5,0,0,0,0,35,10000,0,10000,10000,0,200,0,,,50,,,200,3487272
16460,1,6,7,2,2,2,1,2,10650,650,8000,2000,2,0,5,0,0,0,0,2,8000,0,0,0,8000,,0,,,50,,,100,1830279
16463,1,4,2,5,6,1,,,32700,31200,0,1500,200,100,5,0,0,0,60,10,0,0,0,0,0,200,60,20000,1000,1000,,,300,3380323
16466,2,4,2,3,7,2,2,2,38800,7800,28000,3000,200,0,,0,0,0,20,0,19900,2000,13600,13200,0,300,0,,,,,,550,2835021
16467,1,6,9,5,7,2,2,2,47950,8700,37000,2250,200,0,,0,0,0,0,0,0,0,0,0,0,,70,,,,,,150,1656130
16468,1,5,9,5,7,2,2,,27260,7260,18000,2000,150,60,5,0,0,0,50,10,2100,2100,0,0,0,,50,,1000,360,,,250,2860741
16470,1,4,2,3,7,2,2,2,49760,12760,36000,1000,150,20,5,0,0,0,50,0,3000,3000,0,0,0,300,50,,60,600,,,435,3487272
16471,1,3,2,4,6,2,2,1,42900,6900,33000,3000,30,0,,0,0,0,10,0,0,0,0,0,0,,0,,,,,,350,3414512
16475,1,2,2,2,4,1,,,6600,1600,5000,0,10,0,5,0,0,0,0,10,5000,0,0,0,5000,,0,,,1000,500,,120,1369899
16476,2,3,8,5,3,1,,,2050,50,0,2000,1,0,,0,0,0,0,0,3900,3000,900,0,0,,0,,,,,,100,2641576
16477,1,5,8,3,5,2,2,2,7630,1130,5000,1500,13,0,5,0,0,0,0,2,0,0,0,0,0,,0,,,400,,,100,2869737
16478,2,4,6,5,3,1,,,5270,3020,2250,0,35,10,5,0,0,0,20,5,2165,0,0,0,0,250,0,,300,300,,,100,2639625
16479,1,5,2,4,6,2,1,2,107806,3805,104000,1,40,5,5,5,0,5,0,10,20800,0,0,0,16000,,0,,775,500,,,500,3106659
16483,2,4,2,3,3,1,,,63700,3700,59000,1000,90,20,,0,0,0,38,0,7500,0,7500,7500,0,200,20,,600,,,,50,2835021
16484,1,5,9,4,5,2,2,1,12650,150,12000,500,5,0,,0,0,0,0,0,70,0,0,0,0,,0,,,,,,400,3106659
16486,1,4,2,4,7,2,2,1,44000,11000,30000,3000,100,30,,40,0,40,0,0,15000,0,12000,12000,3000,180,30,2000,3000,,,,500,3809610
